image_id,question,question_id,cleaned_question,image_exists,formatted_image_id,answers,tokens,neutral_question,neutral_tokens
524866,What color is the phone?,524866012,what color is the phone,True,COCO_train2014_000000524866.jpg,"red, black, red, black, black mostly, pink, red, pink, pink, black","['what', 'color', 'is', 'the', 'phone']",what color is the phone,"['what', 'color', 'is', 'the', 'phone']"
524866,What version of Windows came with this computer?,524866013,what version of windows came with this computer,True,COCO_train2014_000000524866.jpg,"8, 97, 7, 9, 7, 7, 2, vista, 7, windows 7","['what', 'version', 'of', 'windows', 'came', 'with', 'this', 'computer']",what version of windows came with this computer,"['what', 'version', 'of', 'windows', 'came', 'with', 'this', 'computer']"
524866,What does the button say at the top of the phone?,524866014,what does the button say at the top of the phone,True,COCO_train2014_000000524866.jpg,"microsoft, samsung, caps lock, send, ctrl, off, message, square, contact, text","['what', 'does', 'the', 'button', 'say', 'at', 'the', 'top', 'of', 'the', 'phone']",what does the button say at the top of the phone,"['what', 'does', 'the', 'button', 'say', 'at', 'the', 'top', 'of', 'the', 'phone']"
524866,Are these objects in a safe position on the table?,524866015,are these objects in a safe position on the table,True,COCO_train2014_000000524866.jpg,"no, yes, yes, no, no, no, no, no, no, no","['are', 'these', 'objects', 'in', 'a', 'safe', 'position', 'on', 'the', 'table']",are these objects in a safe position on the table,"['are', 'these', 'objects', 'in', 'a', 'safe', 'position', 'on', 'the', 'table']"
524866,What brand is this phone?,524866016,what brand is this phone,True,COCO_train2014_000000524866.jpg,"apple, samsung, apple, apple, microsoft, windows, motorola, iphone, iphone, apple","['what', 'brand', 'is', 'this', 'phone']",what brand is this phone,"['what', 'brand', 'is', 'this', 'phone']"
524866,Is this  smartphone?,524866017,is this smartphone,True,COCO_train2014_000000524866.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'smartphone']",is this smartphone,"['is', 'this', 'smartphone']"
524866,Are the screens on?,524866018,are the screens on,True,COCO_train2014_000000524866.jpg,"yes, yes, yes, yes, text, yes, yes, yes, yes, yes","['are', 'the', 'screens', 'on']",are the screens on,"['are', 'the', 'screens', 'on']"
393795,What kind of flower is used in the vases?,393795000,what kind of flower is used in the vases,True,COCO_train2014_000000393795.jpg,"carnations, begonia, carnation, roses, rose, carnation, carnation, orchid, peony, rose","['what', 'kind', 'of', 'flower', 'is', 'used', 'in', 'the', 'vases']",what kind of flower is used in the vases,"['what', 'kind', 'of', 'flower', 'is', 'used', 'in', 'the', 'vases']"
393795,How many blooms are there?,393795001,how many blooms are there,True,COCO_train2014_000000393795.jpg,"2, 2, 2, 3, 3, 3, 2, 2, 2, 2","['how', 'many', 'blooms', 'are', 'there']",how many blooms are there,"['how', 'many', 'blooms', 'are', 'there']"
393795,What is painted on the vase?,393795002,what is painted on the vase,True,COCO_train2014_000000393795.jpg,"clouds and rain, clouds, clouds, clouds, clouds, clouds, clouds, clouds, sky, clouds","['what', 'is', 'painted', 'on', 'the', 'vase']",what is painted on the vase,"['what', 'is', 'painted', 'on', 'the', 'vase']"
393795,Are the flowers the same color?,393795003,are the flowers the same color,True,COCO_train2014_000000393795.jpg,"no, no, no, no, yes, no, no, no, no, no","['are', 'the', 'flowers', 'the', 'same', 'color']",are the flowers the same color,"['are', 'the', 'flowers', 'the', 'same', 'color']"
393795,What color are the flowers?,393795004,what color are the flowers,True,COCO_train2014_000000393795.jpg,"pink, pink, pink, pink, pink, pink, pink, pink, pink and red, pink","['what', 'color', 'are', 'the', 'flowers']",what color are the flowers,"['what', 'color', 'are', 'the', 'flowers']"
262724,What color are the tusks?,262724000,what color are the tusks,True,COCO_train2014_000000262724.jpg,"white, ivory, ivory, white, ivory, ivory, white, white, white, ivory","['what', 'color', 'are', 'the', 'tusks']",what color are the tusks,"['what', 'color', 'are', 'the', 'tusks']"
262724,How many people can be seen riding inside the elephant?,262724001,how many people can be seen riding inside the elephant,True,COCO_train2014_000000262724.jpg,"2, 2, 2, 1, 2, 2, 2, 2, 2, 2","['how', 'many', 'people', 'can', 'be', 'seen', 'riding', 'inside', 'the', 'elephant']",how many people can be seen riding inside the elephant,"['how', 'many', 'people', 'can', 'be', 'seen', 'riding', 'inside', 'the', 'elephant']"
262724,How many windows  on the building are visible in the photo?,262724002,how many windows on the building are visible in the photo,True,COCO_train2014_000000262724.jpg,"14, 11, many, 18, 14, 15, 17, 15, 18, 16","['how', 'many', 'windows', 'on', 'the', 'building', 'are', 'visible', 'in', 'the', 'photo']",how many windows on the building are visible in the photo,"['how', 'many', 'windows', 'on', 'the', 'building', 'are', 'visible', 'in', 'the', 'photo']"
581,Does the dog want to go for a walk?,581000,does the dog want to go for a walk,True,COCO_train2014_000000000581.jpg,"yes, yes, yes, no, yes, yes, yes, yes, yes, yes","['does', 'the', 'dog', 'want', 'to', 'go', 'for', 'a', 'walk']",does the dog want to go for a walk,"['does', 'the', 'dog', 'want', 'to', 'go', 'for', 'a', 'walk']"
581,What animal is laying next to the dog?,581001,what animal is laying next to the dog,True,COCO_train2014_000000000581.jpg,"giraffe, stuffed, giraffe, giraffe, stuffed giraffe, giraffe, giraffe, giraffe, giraffe, pony","['what', 'animal', 'is', 'laying', 'next', 'to', 'the', 'dog']",what animal is laying next to the dog,"['what', 'animal', 'is', 'laying', 'next', 'to', 'the', 'dog']"
581,What color is the ribbon next to the dog?,581002,what color is the ribbon next to the dog,True,COCO_train2014_000000000581.jpg,"gray, gray, silver, silver, green, gray, green, green, silver, silver","['what', 'color', 'is', 'the', 'ribbon', 'next', 'to', 'the', 'dog']",what color is the ribbon next to the dog,"['what', 'color', 'is', 'the', 'ribbon', 'next', 'to', 'the', 'dog']"
262727,What part of the house was this picture taken?,262727000,what part of the house was this picture taken,True,COCO_train2014_000000262727.jpg,"kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen","['what', 'part', 'of', 'the', 'house', 'was', 'this', 'picture', 'taken']",what part of the house was this picture taken,"['what', 'part', 'of', 'the', 'house', 'was', 'this', 'picture', 'taken']"
262727,Can the cat talk to you?,262727001,can the cat talk to you,True,COCO_train2014_000000262727.jpg,"no, no, no, no, no, no, no, no, no, no","['can', 'the', 'cat', 'talk', 'to', 'you']",can the cat talk to you,"['can', 'the', 'cat', 'talk', 'to', 'you']"
262727,What other bigger animal resembles this cat?,262727002,what other bigger animal resembles this cat,True,COCO_train2014_000000262727.jpg,"bunny, tiger, tiger, tiger, cougar, cheetah, none, not sure, lynx, tiger","['what', 'other', 'bigger', 'animal', 'resembles', 'this', 'cat']",what other bigger animal resembles this cat,"['what', 'other', 'bigger', 'animal', 'resembles', 'this', 'cat']"
262727,Is the cat mostly black?,262727003,is the cat mostly black,True,COCO_train2014_000000262727.jpg,"no, no, yes, no, yes, no, no, no, no, yes","['is', 'the', 'cat', 'mostly', 'black']",is the cat mostly black,"['is', 'the', 'cat', 'mostly', 'black']"
262727,How many computers?,262727004,how many computers,True,COCO_train2014_000000262727.jpg,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0","['how', 'many', 'computers']",how many computers,"['how', 'many', 'computers']"
262727,What color is the cats bow?,262727005,what color is the cats bow,True,COCO_train2014_000000262727.jpg,"purple, purple, pink, purple, pink, purple, purple, purple, purple, purple","['what', 'color', 'is', 'the', 'cats', 'bow']",what color is the cats bow,"['what', 'color', 'is', 'the', 'cats', 'bow']"
262727,How amused does this cat look at wearing a bowl on its head?,262727006,how amused does this cat look at wearing a bowl on its head,True,COCO_train2014_000000262727.jpg,"not amused, no at all, not very, not at all, not, not, not amused, not amused, not at all, not amused","['how', 'amused', 'does', 'this', 'cat', 'look', 'at', 'wearing', 'a', 'bowl', 'on', 'its', 'head']",how amused does this cat look at wearing a bowl on its head,"['how', 'amused', 'does', 'this', 'cat', 'look', 'at', 'wearing', 'a', 'bowl', 'on', 'its', 'head']"
262727,Is this cat's mouth open?,262727007,is this cats mouth open,True,COCO_train2014_000000262727.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'this', 'cats', 'mouth', 'open']",is this cats mouth open,"['is', 'this', 'cats', 'mouth', 'open']"
262727,What room is this?,262727008,what room is this,True,COCO_train2014_000000262727.jpg,"kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen","['what', 'room', 'is', 'this']",what room is this,"['what', 'room', 'is', 'this']"
584,Are there green onions in this dish?,584000,are there green onions in this dish,True,COCO_train2014_000000000584.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['are', 'there', 'green', 'onions', 'in', 'this', 'dish']",are there green onions in this dish,"['are', 'there', 'green', 'onions', 'in', 'this', 'dish']"
584,Is the food in a plastic bowl?,584001,is the food in a plastic bowl,True,COCO_train2014_000000000584.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'the', 'food', 'in', 'a', 'plastic', 'bowl']",is the food in a plastic bowl,"['is', 'the', 'food', 'in', 'a', 'plastic', 'bowl']"
584,Is there meat in this dish?,584002,is there meat in this dish,True,COCO_train2014_000000000584.jpg,"yes, yes, yes, chicken, yes, no, yes, yes, yes, yes","['is', 'there', 'meat', 'in', 'this', 'dish']",is there meat in this dish,"['is', 'there', 'meat', 'in', 'this', 'dish']"
584,What color is the plate?,584003,what color is the plate,True,COCO_train2014_000000000584.jpg,"white, white, white, white, white, white, white, white, white, white","['what', 'color', 'is', 'the', 'plate']",what color is the plate,"['what', 'color', 'is', 'the', 'plate']"
109324,Is he doing a trick?,109324000,is he doing a trick,True,COCO_train2014_000000109324.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'he', 'doing', 'a', 'trick']",is person doing a trick,"['is', 'person', 'doing', 'a', 'trick']"
109324,What is on the left hand?,109324001,what is on the left hand,True,COCO_train2014_000000109324.jpg,"glove, glove, glove, glove, mitten, glove, glove, mitten, glove, glove","['what', 'is', 'on', 'the', 'left', 'hand']",what is on the left hand,"['what', 'is', 'on', 'the', 'left', 'hand']"
109324,What is the person riding on?,109324002,what is the person riding on,True,COCO_train2014_000000109324.jpg,"snowboard, snowboard, snowboard, snowboard, snowboard, snowboard, snowboard, snowboard, snowboard, snowboard","['what', 'is', 'the', 'person', 'riding', 'on']",what is the person riding on,"['what', 'is', 'the', 'person', 'riding', 'on']"
109324,Is this person swimming?,109324003,is this person swimming,True,COCO_train2014_000000109324.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'this', 'person', 'swimming']",is this person swimming,"['is', 'this', 'person', 'swimming']"
524877,Is this a museum?,524877000,is this a museum,True,COCO_train2014_000000524877.jpg,"yes, no, yes, yes, yes, yes, yes, no, yes, yes","['is', 'this', 'a', 'museum']",is this a museum,"['is', 'this', 'a', 'museum']"
524877,What color is back wall?,524877001,what color is back wall,True,COCO_train2014_000000524877.jpg,"blue, white, and tan, light gray, dark gray, brown, purple, blue, white, tan, tan blue and white, blue, blue white tan, gray and blue, gray, white, and yellow, brown, blue, white","['what', 'color', 'is', 'back', 'wall']",what color is back wall,"['what', 'color', 'is', 'back', 'wall']"
524877,What kind of museum is this?,524877002,what kind of museum is this,True,COCO_train2014_000000524877.jpg,"aeronautics, historic, airplane, plane, airplane, airplane, airplane, aero, plane, airplane","['what', 'kind', 'of', 'museum', 'is', 'this']",what kind of museum is this,"['what', 'kind', 'of', 'museum', 'is', 'this']"
546232,Is anyone playing with the bears?,546232000,is anyone playing with the bears,True,COCO_train2014_000000546232.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'anyone', 'playing', 'with', 'the', 'bears']",is anyone playing with the bears,"['is', 'anyone', 'playing', 'with', 'the', 'bears']"
546232,What bear is this?,546232001,what bear is this,True,COCO_train2014_000000546232.jpg,"teddy, teddy bear, teddy, teddy, teddy, boyds, teddy, teddy, teddy, teddy","['what', 'bear', 'is', 'this']",what bear is this,"['what', 'bear', 'is', 'this']"
546232,What is around the neck of the bear on the right?,546232002,what is around the neck of the bear on the right,True,COCO_train2014_000000546232.jpg,"ribbon, bowtie, bow, bow tie, tie, bow, scarf, ribbons, tie, scarf","['what', 'is', 'around', 'the', 'neck', 'of', 'the', 'bear', 'on', 'the', 'right']",what is around the neck of the bear on the right,"['what', 'is', 'around', 'the', 'neck', 'of', 'the', 'bear', 'on', 'the', 'right']"
131666,What is the writing on the plain?,131666000,what is the writing on the plain,True,COCO_train2014_000000131666.jpg,"air france, air france, air france, air france, air france, air france, air france, air france, air france, air france","['what', 'is', 'the', 'writing', 'on', 'the', 'plain']",what is the writing on the plain,"['what', 'is', 'the', 'writing', 'on', 'the', 'plain']"
131666,Would the vehicle be considered large?,131666001,would the vehicle be considered large,True,COCO_train2014_000000131666.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['would', 'the', 'vehicle', 'be', 'considered', 'large']",would the vehicle be considered large,"['would', 'the', 'vehicle', 'be', 'considered', 'large']"
131666,What airline is this?,131666002,what airline is this,True,COCO_train2014_000000131666.jpg,"air france, air france, air france, air france, air france, air france, air france, air france, air france, air france","['what', 'airline', 'is', 'this']",what airline is this,"['what', 'airline', 'is', 'this']"
131666,Will the plane be delivering cargo or passengers?,131666003,will the plane be delivering cargo or passengers,True,COCO_train2014_000000131666.jpg,"passengers, passengers, passengers, passengers, passengers, passengers, passengers, passengers, passengers, passengers","['will', 'the', 'plane', 'be', 'delivering', 'cargo', 'or', 'passengers']",will the plane be delivering cargo or passengers,"['will', 'the', 'plane', 'be', 'delivering', 'cargo', 'or', 'passengers']"
131666,Is this a large airplane?,131666004,is this a large airplane,True,COCO_train2014_000000131666.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'a', 'large', 'airplane']",is this a large airplane,"['is', 'this', 'a', 'large', 'airplane']"
131666,What fictional character is first in line on this airplane?,131666005,what fictional character is first in line on this airplane,True,COCO_train2014_000000131666.jpg,"mickey, a, cinderella, none, mickey mouse, dr doolittle, invisible, unknown, unsure, none","['what', 'fictional', 'character', 'is', 'first', 'in', 'line', 'on', 'this', 'airplane']",what fictional character is first in line on this airplane,"['what', 'fictional', 'character', 'is', 'first', 'in', 'line', 'on', 'this', 'airplane']"
131666,What type of airplane is this?,131666006,what type of airplane is this,True,COCO_train2014_000000131666.jpg,"foreign plane, passenger, air france, air france, air france, air france, air france, jet, air france, air france","['what', 'type', 'of', 'airplane', 'is', 'this']",what type of airplane is this,"['what', 'type', 'of', 'airplane', 'is', 'this']"
595,What is the object in the water used for?,595000,what is the object in the water used for,True,COCO_train2014_000000000595.jpg,"watching tv, entertainment, watching television, tv, viewing moving pictures, entertainment, watching tv, safekeeping, entertainment, watching programs","['what', 'is', 'the', 'object', 'in', 'the', 'water', 'used', 'for']",what is the object in the water used for,"['what', 'is', 'the', 'object', 'in', 'the', 'water', 'used', 'for']"
595,What is the object in the water?,595001,what is the object in the water,True,COCO_train2014_000000000595.jpg,"tv, television, tv, tv, television, tv set, television, television, tv, tv","['what', 'is', 'the', 'object', 'in', 'the', 'water']",what is the object in the water,"['what', 'is', 'the', 'object', 'in', 'the', 'water']"
595,Is the object still usable for it's intended use?,595002,is the object still usable for its intended use,True,COCO_train2014_000000000595.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'the', 'object', 'still', 'usable', 'for', 'its', 'intended', 'use']",is the object still usable for its intended use,"['is', 'the', 'object', 'still', 'usable', 'for', 'its', 'intended', 'use']"
597,Can you tell what country it is?,597000,can you tell what country it is,True,COCO_train2014_000000000597.jpg,"africa, no, yes, africa, yes, no, yes, no, africa, africa","['can', 'you', 'tell', 'what', 'country', 'it', 'is']",can you tell what country it is,"['can', 'you', 'tell', 'what', 'country', 'it', 'is']"
597,What is providing yellow color on the ground?,597001,what is providing yellow color on the ground,True,COCO_train2014_000000000597.jpg,"grass, dead grass, grass, grass, sun, grass, grass, dead grass, dry grass, dry grass","['what', 'is', 'providing', 'yellow', 'color', 'on', 'the', 'ground']",what is providing yellow color on the ground,"['what', 'is', 'providing', 'yellow', 'color', 'on', 'the', 'ground']"
597,Are these animals far away?,597002,are these animals far away,True,COCO_train2014_000000000597.jpg,"yes, yes, yes, yes, no, no, yes, yes, no, yes","['are', 'these', 'animals', 'far', 'away']",are these animals far away,"['are', 'these', 'animals', 'far', 'away']"
597,Is there a heard of elephants in this picture?,597003,is there a heard of elephants in this picture,True,COCO_train2014_000000000597.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'there', 'a', 'heard', 'of', 'elephants', 'in', 'this', 'picture']",is there a heard of elephants in this picture,"['is', 'there', 'a', 'heard', 'of', 'elephants', 'in', 'this', 'picture']"
597,Are any elephants in the water?,597004,are any elephants in the water,True,COCO_train2014_000000000597.jpg,"no, no, no, no, no, no, no, no, no, no","['are', 'any', 'elephants', 'in', 'the', 'water']",are any elephants in the water,"['are', 'any', 'elephants', 'in', 'the', 'water']"
597,What color is the grass?,597005,what color is the grass,True,COCO_train2014_000000000597.jpg,"brown, brown, brown, brown, brown, brown, brown, yellow, brown, green","['what', 'color', 'is', 'the', 'grass']",what color is the grass,"['what', 'color', 'is', 'the', 'grass']"
597,Are the elephants crossing a river?,597006,are the elephants crossing a river,True,COCO_train2014_000000000597.jpg,"no, no, no, no, no, no, no, no, no, no","['are', 'the', 'elephants', 'crossing', 'a', 'river']",are the elephants crossing a river,"['are', 'the', 'elephants', 'crossing', 'a', 'river']"
597,How many elephants are in the picture?,597007,how many elephants are in the picture,True,COCO_train2014_000000000597.jpg,"7, 7, 7, 7, 7, 7, 7, 7, 7, 7","['how', 'many', 'elephants', 'are', 'in', 'the', 'picture']",how many elephants are in the picture,"['how', 'many', 'elephants', 'are', 'in', 'the', 'picture']"
597,What is grazing on the land?,597008,what is grazing on the land,True,COCO_train2014_000000000597.jpg,"elephants, elephants, elephants, elephants, elephants, elephants, elephants, elephants, elephant, elephants","['what', 'is', 'grazing', 'on', 'the', 'land']",what is grazing on the land,"['what', 'is', 'grazing', 'on', 'the', 'land']"
597,How many tails can you see?,597009,how many tails can you see,True,COCO_train2014_000000000597.jpg,"10, 7, 7, 2, 7, 7, 5, 7, 7, 6","['how', 'many', 'tails', 'can', 'you', 'see']",how many tails can you see,"['how', 'many', 'tails', 'can', 'you', 'see']"
597,Is this near a body of water?,597010,is this near a body of water,True,COCO_train2014_000000000597.jpg,"yes, no, no, no, no, no, no, no, no, no","['is', 'this', 'near', 'a', 'body', 'of', 'water']",is this near a body of water,"['is', 'this', 'near', 'a', 'body', 'of', 'water']"
597,Do you think this is a location in Antarctica?,597011,do you think this is a location in antarctica,True,COCO_train2014_000000000597.jpg,"no, no, no, no, no, no, no, no, no, no","['do', 'you', 'think', 'this', 'is', 'a', 'location', 'in', 'antarctica']",do you think this is a location in antarctica,"['do', 'you', 'think', 'this', 'is', 'a', 'location', 'in', 'antarctica']"
597,What seems to have happened to the trees?,597012,what seems to have happened to the trees,True,COCO_train2014_000000000597.jpg,"further away, some died, burnt, nothing, bloomed, wind blowing, grew, fallen in storm, got fat, nothing","['what', 'seems', 'to', 'have', 'happened', 'to', 'the', 'trees']",what seems to have happened to the trees,"['what', 'seems', 'to', 'have', 'happened', 'to', 'the', 'trees']"
597,Which animal we can see in this picture?,597013,which animal we can see in this picture,True,COCO_train2014_000000000597.jpg,"elephant, elephants, elephant, elephant, elephants, elephant, elephants, elephant, elephant, elephant","['which', 'animal', 'we', 'can', 'see', 'in', 'this', 'picture']",which animal we can see in this picture,"['which', 'animal', 'we', 'can', 'see', 'in', 'this', 'picture']"
597,How many elephants?,597014,how many elephants,True,COCO_train2014_000000000597.jpg,"7, 7, 6, 7, 7, 8, 7, 7, 7, 7","['how', 'many', 'elephants']",how many elephants,"['how', 'many', 'elephants']"
21945,What color are the leaves on the tree?,21945000,what color are the leaves on the tree,True,COCO_train2014_000000021945.jpg,"green, green, green, green, green, green, green, green, green, green","['what', 'color', 'are', 'the', 'leaves', 'on', 'the', 'tree']",what color are the leaves on the tree,"['what', 'color', 'are', 'the', 'leaves', 'on', 'the', 'tree']"
21945,Where is the clock located?,21945001,where is the clock located,True,COCO_train2014_000000021945.jpg,"church, building, wall, building, on building, side of building, top, top, below steeple, wall","['where', 'is', 'the', 'clock', 'located']",where is the clock located,"['where', 'is', 'the', 'clock', 'located']"
21945,Where is the clock?,21945002,where is the clock,True,COCO_train2014_000000021945.jpg,"hanging, on building, front of building, tower, on top of building, on building, on building, in side of building, on church, top of building","['where', 'is', 'the', 'clock']",where is the clock,"['where', 'is', 'the', 'clock']"
21945,What time does the clock say?,21945003,what time does the clock say,True,COCO_train2014_000000021945.jpg,"3:55, 10:55, 3:54, 4:55, 3:55, 11, 3:55, 3:55, 3:55, 3:55","['what', 'time', 'does', 'the', 'clock', 'say']",what time does the clock say,"['what', 'time', 'does', 'the', 'clock', 'say']"
21945,What type of architecture is this?,21945004,what type of architecture is this,True,COCO_train2014_000000021945.jpg,"brick, renaissance, gothic revival, gothic, stone, modern, victorian, gothic, victorian, church","['what', 'type', 'of', 'architecture', 'is', 'this']",what type of architecture is this,"['what', 'type', 'of', 'architecture', 'is', 'this']"
21945,What is the name of the triangular rooms on the roof?,21945005,what is the name of the triangular rooms on the roof,True,COCO_train2014_000000021945.jpg,"steeple, chapel, bell tower, no triangular rooms seen, dormers, penalties, tower, attic, steeple, belfry","['what', 'is', 'the', 'name', 'of', 'the', 'triangular', 'rooms', 'on', 'the', 'roof']",what is the name of the triangular rooms on the roof,"['what', 'is', 'the', 'name', 'of', 'the', 'triangular', 'rooms', 'on', 'the', 'roof']"
131674,How many trees are in the picture?,131674000,how many trees are in the picture,True,COCO_train2014_000000131674.jpg,"3, 3, 3, 4, 3, 3, 3, 3, 3, 3","['how', 'many', 'trees', 'are', 'in', 'the', 'picture']",how many trees are in the picture,"['how', 'many', 'trees', 'are', 'in', 'the', 'picture']"
131674,What color is the stoplight?,131674001,what color is the stoplight,True,COCO_train2014_000000131674.jpg,"green, green, green, green, green, green, green, green, green, green","['what', 'color', 'is', 'the', 'stoplight']",what color is the stoplight,"['what', 'color', 'is', 'the', 'stoplight']"
131674,What is on the top sticker?,131674002,what is on the top sticker,True,COCO_train2014_000000131674.jpg,"bear, bear, sticker, bear, bear, baby, ears, bear, bear, sign","['what', 'is', 'on', 'the', 'top', 'sticker']",what is on the top sticker,"['what', 'is', 'on', 'the', 'top', 'sticker']"
502543,How many skateboards are there?,502543000,how many skateboards are there,True,COCO_train2014_000000502543.jpg,"3, 3, 1, 2, 4, 1, 4, 6, 2, 1","['how', 'many', 'skateboards', 'are', 'there']",how many skateboards are there,"['how', 'many', 'skateboards', 'are', 'there']"
502543,What emotion is this man showing?,502543001,what emotion is this man showing,True,COCO_train2014_000000502543.jpg,"happy, happy, joy, concentration, focus, excitement, effort, happy, anticipation, happy","['what', 'emotion', 'is', 'this', 'man', 'showing']",what emotion is this person showing,"['what', 'emotion', 'is', 'this', 'person', 'showing']"
502543,Is the man smiling?,502543002,is the man smiling,True,COCO_train2014_000000502543.jpg,"yes, yes, yes, yes, no, yes, no, yes, no, no","['is', 'the', 'man', 'smiling']",is the person smiling,"['is', 'the', 'person', 'smiling']"
502543,Is the man jumping on one leg?,502543003,is the man jumping on one leg,True,COCO_train2014_000000502543.jpg,"no, yes, no, no, no, no, no, no, no, no","['is', 'the', 'man', 'jumping', 'on', 'one', 'leg']",is the person jumping on one leg,"['is', 'the', 'person', 'jumping', 'on', 'one', 'leg']"
502543,Is the sky clear?,502543004,is the sky clear,True,COCO_train2014_000000502543.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'the', 'sky', 'clear']",is the sky clear,"['is', 'the', 'sky', 'clear']"
502543,Is this skate park kept up well?,502543005,is this skate park kept up well,True,COCO_train2014_000000502543.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'this', 'skate', 'park', 'kept', 'up', 'well']",is this skate park kept up well,"['is', 'this', 'skate', 'park', 'kept', 'up', 'well']"
502543,Is this person wearing a pullover?,502543006,is this person wearing a pullover,True,COCO_train2014_000000502543.jpg,"no, no, yes, no, no, no, no, no, no, no","['is', 'this', 'person', 'wearing', 'a', 'pullover']",is this person wearing a pullover,"['is', 'this', 'person', 'wearing', 'a', 'pullover']"
502543,What is the man doing?,502543007,what is the man doing,True,COCO_train2014_000000502543.jpg,"skateboarding, skateboard tricks, skateboarding, skateboarding, skateboarding, skateboarding, skateboarding, skateboarding, skateboarding, skateboarding","['what', 'is', 'the', 'man', 'doing']",what is the person doing,"['what', 'is', 'the', 'person', 'doing']"
502543,Is he wearing headphones?,502543008,is he wearing headphones,True,COCO_train2014_000000502543.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'he', 'wearing', 'headphones']",is person wearing headphones,"['is', 'person', 'wearing', 'headphones']"
502543,What game is he doing?,502543009,what game is he doing,True,COCO_train2014_000000502543.jpg,"skateboarding, skateboarding, skateboard, skateboarding, skateboarding, skateboarding, skateboarding, skateboarding, skateboarding, skateboard","['what', 'game', 'is', 'he', 'doing']",what game is person doing,"['what', 'game', 'is', 'person', 'doing']"
502543,What is the tournament?,502543010,what is the tournament,True,COCO_train2014_000000502543.jpg,"skateboarding, skateboarding, skating, skateboarding, no, no tournament, skateboarding, yes, skateboard, skatepark","['what', 'is', 'the', 'tournament']",what is the tournament,"['what', 'is', 'the', 'tournament']"
502543,Is the man currently doing a skateboarding trick?,502543011,is the man currently doing a skateboarding trick,True,COCO_train2014_000000502543.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'the', 'man', 'currently', 'doing', 'a', 'skateboarding', 'trick']",is the person currently doing a skateboarding trick,"['is', 'the', 'person', 'currently', 'doing', 'a', 'skateboarding', 'trick']"
502543,Is this a man or a woman?,502543012,is this a man or a woman,True,COCO_train2014_000000502543.jpg,"man, man, man, man, man, man, man, man, man, man","['is', 'this', 'a', 'man', 'or', 'a', 'woman']",is this a person or a person,"['is', 'this', 'a', 'person', 'or', 'a', 'person']"
502543,What color are his wheels?,502543013,what color are his wheels,True,COCO_train2014_000000502543.jpg,"white, white, white, white, white, white, silver, silver, white, beige","['what', 'color', 'are', 'his', 'wheels']",what color are person wheels,"['what', 'color', 'are', 'person', 'wheels']"
502543,Is the person wearing a plaid shirt?,502543014,is the person wearing a plaid shirt,True,COCO_train2014_000000502543.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'the', 'person', 'wearing', 'a', 'plaid', 'shirt']",is the person wearing a plaid shirt,"['is', 'the', 'person', 'wearing', 'a', 'plaid', 'shirt']"
502543,Is he wearing a short sleeve shirt?,502543015,is he wearing a short sleeve shirt,True,COCO_train2014_000000502543.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'he', 'wearing', 'a', 'short', 'sleeve', 'shirt']",is person wearing a short sleeve shirt,"['is', 'person', 'wearing', 'a', 'short', 'sleeve', 'shirt']"
262748,What do you call the red utensil?,262748000,what do you call the red utensil,True,COCO_train2014_000000262748.jpg,"spoon, spork, spoon, spork, pasta strainer, fork, spoon, scoop, spoon, serving spoon","['what', 'do', 'you', 'call', 'the', 'red', 'utensil']",what do you call the red utensil,"['what', 'do', 'you', 'call', 'the', 'red', 'utensil']"
262748,Is there any sweet candy shown?,262748001,is there any sweet candy shown,True,COCO_train2014_000000262748.jpg,"no, no, no, no, no, no, no, no, no, no","['is', 'there', 'any', 'sweet', 'candy', 'shown']",is there any sweet candy shown,"['is', 'there', 'any', 'sweet', 'candy', 'shown']"
262748,Is the display of food likable?,262748002,is the display of food likable,True,COCO_train2014_000000262748.jpg,"yes, yes, yes, yes, yes, yes, yes, yes, yes, yes","['is', 'the', 'display', 'of', 'food', 'likable']",is the display of food likable,"['is', 'the', 'display', 'of', 'food', 'likable']"
